Filename,Corpus,<# untagged words>,<# no-rules words>,<# tags>,<# words>,<# tokens>
Madison Concourse Hotel (337)_2316,HotelReviews,100.0,0.0,79,79,167
Madison DoubleTree (255)_2204,HotelReviews,100.0,0.0,98,98,211
Madison HotelRED (69)_2669,HotelReviews,100.0,0.0,60,60,134
SF The Presidio Travelodge (304)_4001,HotelReviews,100.0,0.0,354,345,746
SF  The Chancellor (303)_3813,HotelReviews,100.0,0.0,354,353,755
SF  The Chancellor (303)_3789,HotelReviews,100.0,0.0,181,180,388
Chicago - La Quinta Inn & Suites (235)_3439,HotelReviews,100.0,0.0,83,83,176
Chicago Radisson Blu Aqua (330)_3193,HotelReviews,100.0,0.0,111,110,241
Chicago - La Quinta Inn & Suites (235)_3382,HotelReviews,100.0,0.0,86,85,187
SF  The Chancellor (303)_3682,HotelReviews,100.0,0.0,98,96,208
NY The Surrey (300)_4790,HotelReviews,100.0,0.0,658,639,1381
NY The Surrey (300)_4967,HotelReviews,100.0,0.0,60,60,126
Madison Concourse Hotel (337)_2432,HotelReviews,100.0,0.0,466,465,988
NY The Iroquois (300)_4697,HotelReviews,100.0,0.0,58,58,121
SF  The Chancellor (303)_3661,HotelReviews,100.0,0.0,36,36,78
Chicago Radisson Blu Aqua (330)_3245,HotelReviews,100.0,0.0,78,77,166
Chicago The Talbott (309)_2864,HotelReviews,100.0,0.0,49,47,105
SF The Presidio Travelodge (304)_4104,HotelReviews,100.0,0.0,84,83,175
NY TRYP by Windham Times Square (200)_5081,HotelReviews,100.0,0.0,169,168,349
SF  The Chancellor (303)_3757,HotelReviews,100.0,0.0,142,139,303
SF The Presidio Travelodge (304)_4107,HotelReviews,100.0,0.0,104,103,218
Madison HotelRED (69)_2650,HotelReviews,100.0,0.0,126,126,267
Chicago Radisson Blu Aqua (330)_3159,HotelReviews,100.0,0.0,187,187,399
Madison DoubleTree (255)_2180,HotelReviews,100.0,0.0,86,86,181
Madison DoubleTree (255)_2237,HotelReviews,100.0,0.0,55,55,119
Chicago - La Quinta Inn & Suites (235)_3460,HotelReviews,100.0,0.0,334,332,707
Madison HotelRED (69)_2626,HotelReviews,100.0,0.0,284,281,591
Chicago - La Quinta Inn & Suites (235)_3331,HotelReviews,100.0,0.0,36,35,81
SF The Presidio Travelodge (304)_3882,HotelReviews,100.0,0.0,131,131,279
SF The Presidio Travelodge (304)_3884,HotelReviews,100.0,0.0,93,93,196
SF  The Chancellor (303)_3589,HotelReviews,100.0,0.0,108,106,228
SF  The Chancellor (303)_3690,HotelReviews,100.0,0.0,173,170,377
Chicago Radisson Blu Aqua (330)_3002,HotelReviews,100.0,0.0,149,149,313
NY The Iroquois (300)_4565,HotelReviews,100.0,0.0,86,85,184
Chicago - La Quinta Inn & Suites (235)_3464,HotelReviews,100.0,0.0,173,173,361
Madison Concourse Hotel (337)_2352,HotelReviews,100.0,0.0,76,76,162
SF  The Chancellor (303)_3808,HotelReviews,100.0,0.0,112,112,238
Chicago Radisson Blu Aqua (330)_3157,HotelReviews,100.0,0.0,157,156,329
Chicago Radisson Blu Aqua (330)_3303,HotelReviews,100.0,0.0,130,127,273
Chicago The Talbott (309)_2854,HotelReviews,100.0,0.0,61,61,131
NY TRYP by Windham Times Square (200)_5228,HotelReviews,100.0,0.0,43,42,91
NY The Surrey (300)_5042,HotelReviews,100.0,0.0,97,93,205
SF  The Chancellor (303)_3806,HotelReviews,100.0,0.0,125,125,267
SF Renaissance Stanford Court (306)_4238,HotelReviews,100.0,0.0,347,347,720
NY The Iroquois (300)_4646,HotelReviews,100.0,0.0,163,161,339
Chicago - La Quinta Inn & Suites (235)_3324,HotelReviews,100.0,0.0,41,41,88
Madison DoubleTree (255)_2171,HotelReviews,100.0,0.0,103,103,226
Chicago The Talbott (309)_2836,HotelReviews,100.0,0.0,37,37,79
Chicago Radisson Blu Aqua (330)_3007,HotelReviews,100.0,0.0,118,117,247
Chicago - La Quinta Inn & Suites (235)_3510,HotelReviews,100.0,0.0,98,98,208
NY TRYP by Windham Times Square (200)_5240,HotelReviews,100.0,0.0,95,93,201
Madison Concourse Hotel (337)_2488,HotelReviews,100.0,0.0,9,9,23
SF Renaissance Stanford Court (306)_4215,HotelReviews,100.0,0.0,68,67,147
Chicago Radisson Blu Aqua (330)_3118,HotelReviews,100.0,0.0,68,68,144
Chicago Radisson Blu Aqua (330)_3222,HotelReviews,100.0,0.0,98,98,207
Madison DoubleTree (255)_2025,HotelReviews,100.0,0.0,50,50,104
Madison DoubleTree (255)_2042,HotelReviews,100.0,0.0,47,47,100
Chicago The Talbott (309)_2765,HotelReviews,100.0,0.0,149,145,311
Madison Concourse Hotel (337)_2289,HotelReviews,100.0,0.0,62,62,132
Chicago Radisson Blu Aqua (330)_3108,HotelReviews,100.0,0.0,95,95,205
NY The Surrey (300)_4907,HotelReviews,100.0,0.0,56,55,124
Madison DoubleTree (255)_2080,HotelReviews,100.0,0.0,43,43,91
SF Renaissance Stanford Court (306)_4412,HotelReviews,100.0,0.0,112,112,233
SF  The Chancellor (303)_3754,HotelReviews,100.0,0.0,42,42,88
SF  The Chancellor (303)_3570,HotelReviews,100.0,0.0,71,71,151
SF  The Chancellor (303)_3584,HotelReviews,100.0,0.0,129,128,270
SF Renaissance Stanford Court (306)_4196,HotelReviews,100.0,0.0,207,204,440
Madison DoubleTree (255)_2017,HotelReviews,100.0,0.0,114,114,240
Madison Concourse Hotel (337)_2320,HotelReviews,100.0,0.0,48,48,101
Chicago The Talbott (309)_2911,HotelReviews,100.0,0.0,113,108,238
NY TRYP by Windham Times Square (200)_5123,HotelReviews,100.0,0.0,53,53,114
Chicago The Talbott (309)_2866,HotelReviews,100.0,0.0,243,243,504
NY The Iroquois (300)_4758,HotelReviews,100.0,0.0,13,13,30
NY The Surrey (300)_4796,HotelReviews,100.0,0.0,59,59,126
NY The Surrey (300)_4861,HotelReviews,100.0,0.0,53,51,112
SF  The Chancellor (303)_3853,HotelReviews,100.0,0.0,121,121,251
NY The Iroquois (300)_4613,HotelReviews,100.0,0.0,206,205,431
NY The Iroquois (300)_4634,HotelReviews,100.0,0.0,171,171,358
SF The Presidio Travelodge (304)_3942,HotelReviews,100.0,0.0,198,197,426
Chicago - La Quinta Inn & Suites (235)_3534,HotelReviews,100.0,0.0,200,195,425
Madison Concourse Hotel (337)_2512,HotelReviews,100.0,0.0,156,155,328
Chicago The Talbott (309)_2701,HotelReviews,100.0,0.0,160,159,339
Madison Concourse Hotel (337)_2451,HotelReviews,100.0,0.0,250,247,517
Madison DoubleTree (255)_2103,HotelReviews,100.0,0.0,31,31,69
Madison DoubleTree (255)_2122,HotelReviews,100.0,0.0,228,225,475
SF  The Chancellor (303)_3576,HotelReviews,100.0,0.0,65,65,137
Chicago Radisson Blu Aqua (330)_3219,HotelReviews,100.0,0.0,238,238,493
SF  The Chancellor (303)_3626,HotelReviews,100.0,0.0,82,82,175
SF  The Chancellor (303)_3668,HotelReviews,100.0,0.0,186,185,389
Chicago The Talbott (309)_2744,HotelReviews,100.0,0.0,86,86,185
Madison DoubleTree (255)_2165,HotelReviews,100.0,0.0,43,43,90
Chicago The Talbott (309)_2949,HotelReviews,100.0,0.0,165,164,346
Madison Concourse Hotel (337)_2391,HotelReviews,100.0,0.0,47,47,99
Madison HotelRED (69)_2639,HotelReviews,100.0,0.0,189,187,420
Madison Concourse Hotel (337)_2330,HotelReviews,100.0,0.0,72,72,150
NY The Iroquois (300)_4512,HotelReviews,100.0,0.0,149,149,315
Madison HotelRED (69)_2622,HotelReviews,100.0,0.0,113,112,239
Chicago The Talbott (309)_2923,HotelReviews,100.0,0.0,88,88,186
Chicago The Talbott (309)_2847,HotelReviews,100.0,0.0,82,81,175
NY The Surrey (300)_4767,HotelReviews,100.0,0.0,111,110,234
SF The Presidio Travelodge (304)_4042,HotelReviews,100.0,0.0,64,64,140
SF  The Chancellor (303)_3649,HotelReviews,100.0,0.0,135,131,288
Madison Concourse Hotel (337)_2360,HotelReviews,100.0,0.0,159,159,337
SF Renaissance Stanford Court (306)_4249,HotelReviews,100.0,0.0,62,62,131
SF Renaissance Stanford Court (306)_4405,HotelReviews,100.0,0.0,121,117,247
SF  The Chancellor (303)_3780,HotelReviews,100.0,0.0,83,83,174
SF Renaissance Stanford Court (306)_4356,HotelReviews,100.0,0.0,167,166,350
SF Renaissance Stanford Court (306)_4410,HotelReviews,100.0,0.0,177,177,369
Madison Concourse Hotel (337)_2547,HotelReviews,100.0,0.0,107,102,225
SF The Presidio Travelodge (304)_3869,HotelReviews,100.0,0.0,111,111,233
Madison DoubleTree (255)_2234,HotelReviews,100.0,0.0,115,113,247
NY The Iroquois (300)_4718,HotelReviews,100.0,0.0,141,141,295
Madison Concourse Hotel (337)_2570,HotelReviews,100.0,0.0,161,160,340
Madison DoubleTree (255)_2192,HotelReviews,100.0,0.0,76,76,159
NY The Iroquois (300)_4691,HotelReviews,100.0,0.0,59,59,126
NY TRYP by Windham Times Square (200)_5099,HotelReviews,100.0,0.0,143,138,298
SF Renaissance Stanford Court (306)_4347,HotelReviews,100.0,0.0,93,93,200
Madison Concourse Hotel (337)_2473,HotelReviews,100.0,0.0,44,43,96
NY The Surrey (300)_4947,HotelReviews,100.0,0.0,82,82,173
Chicago - La Quinta Inn & Suites (235)_3446,HotelReviews,100.0,0.0,187,183,389
Madison Concourse Hotel (337)_2368,HotelReviews,100.0,0.0,116,116,244
Chicago The Talbott (309)_2929,HotelReviews,100.0,0.0,17,17,38
NY TRYP by Windham Times Square (200)_5168,HotelReviews,100.0,0.0,121,121,257
NY The Iroquois (300)_4710,HotelReviews,100.0,0.0,76,73,163
Chicago Radisson Blu Aqua (330)_3013,HotelReviews,100.0,0.0,59,59,126
NY The Iroquois (300)_4582,HotelReviews,100.0,0.0,145,141,300
NY The Surrey (300)_4921,HotelReviews,100.0,0.0,95,95,207
SF The Presidio Travelodge (304)_4023,HotelReviews,100.0,0.0,78,77,165
Chicago The Talbott (309)_2691,HotelReviews,100.0,0.0,81,80,174
SF Renaissance Stanford Court (306)_4442,HotelReviews,100.0,0.0,116,112,248
Chicago The Talbott (309)_2811,HotelReviews,100.0,0.0,242,240,513
Chicago The Talbott (309)_2715,HotelReviews,100.0,0.0,75,75,158
NY TRYP by Windham Times Square (200)_5196,HotelReviews,100.0,0.0,78,77,167
SF Renaissance Stanford Court (306)_4376,HotelReviews,100.0,0.0,104,104,221
Chicago Radisson Blu Aqua (330)_3111,HotelReviews,100.0,0.0,73,73,157
NY The Iroquois (300)_4676,HotelReviews,100.0,0.0,30,30,67
SF  The Chancellor (303)_3836,HotelReviews,100.0,0.0,195,185,409
NY The Surrey (300)_4834,HotelReviews,100.0,0.0,130,129,286
SF The Presidio Travelodge (304)_4033,HotelReviews,100.0,0.0,54,53,119
Madison Concourse Hotel (337)_2296,HotelReviews,100.0,0.0,319,318,672
SF Renaissance Stanford Court (306)_4243,HotelReviews,100.0,0.0,471,466,998
NY The Iroquois (300)_4743,HotelReviews,100.0,0.0,139,139,302
Madison DoubleTree (255)_2055,HotelReviews,100.0,0.0,135,134,284
SF The Presidio Travelodge (304)_3912,HotelReviews,100.0,0.0,42,42,91
SF Renaissance Stanford Court (306)_4422,HotelReviews,100.0,0.0,1205,1196,2526
NY The Surrey (300)_5001,HotelReviews,100.0,0.0,127,127,273
SF  The Chancellor (303)_3713,HotelReviews,100.0,0.0,253,249,524
SF Renaissance Stanford Court (306)_4370,HotelReviews,100.0,0.0,127,126,263
NY TRYP by Windham Times Square (200)_5104,HotelReviews,100.0,0.0,131,130,292
Chicago Radisson Blu Aqua (330)_3176,HotelReviews,100.0,0.0,67,67,142
Madison Concourse Hotel (337)_2304,HotelReviews,100.0,0.0,120,118,253
Chicago The Talbott (309)_2975,HotelReviews,100.0,0.0,90,90,197
Chicago Radisson Blu Aqua (330)_3280,HotelReviews,100.0,0.0,521,505,1104
Chicago - La Quinta Inn & Suites (235)_3538,HotelReviews,100.0,0.0,134,127,291
Chicago Radisson Blu Aqua (330)_3040,HotelReviews,100.0,0.0,33,32,69
Chicago - La Quinta Inn & Suites (235)_3361,HotelReviews,100.0,0.0,149,148,323
SF  The Chancellor (303)_3654,HotelReviews,100.0,0.0,58,58,124
NY TRYP by Windham Times Square (200)_5208,HotelReviews,100.0,0.0,51,51,107
Chicago - La Quinta Inn & Suites (235)_3513,HotelReviews,100.0,0.0,89,87,194
SF Renaissance Stanford Court (306)_4195,HotelReviews,100.0,0.0,52,52,110
Chicago - La Quinta Inn & Suites (235)_3482,HotelReviews,100.0,0.0,31,30,67
Chicago Radisson Blu Aqua (330)_2990,HotelReviews,100.0,0.0,77,76,170
Madison DoubleTree (255)_2265,HotelReviews,100.0,0.0,66,66,140
SF The Presidio Travelodge (304)_3970,HotelReviews,100.0,0.0,76,76,163
Madison Concourse Hotel (337)_2588,HotelReviews,100.0,0.0,61,61,129
SF  The Chancellor (303)_3592,HotelReviews,100.0,0.0,172,170,359
NY The Iroquois (300)_4528,HotelReviews,100.0,0.0,232,232,487
NY The Iroquois (300)_4497,HotelReviews,100.0,0.0,62,61,131
SF The Presidio Travelodge (304)_3996,HotelReviews,100.0,0.0,372,370,773
SF Renaissance Stanford Court (306)_4429,HotelReviews,100.0,0.0,50,50,108
SF  The Chancellor (303)_3562,HotelReviews,100.0,0.0,352,352,762
NY The Surrey (300)_4829,HotelReviews,100.0,0.0,37,36,81
Madison HotelRED (69)_2672,HotelReviews,100.0,0.0,82,81,177
Chicago Radisson Blu Aqua (330)_3199,HotelReviews,100.0,0.0,186,184,399
SF The Presidio Travelodge (304)_4134,HotelReviews,100.0,0.0,223,222,471
Madison Concourse Hotel (337)_2491,HotelReviews,100.0,0.0,152,151,324
NY The Surrey (300)_4795,HotelReviews,100.0,0.0,63,63,136
Chicago The Talbott (309)_2931,HotelReviews,100.0,0.0,182,180,379
Madison Concourse Hotel (337)_2464,HotelReviews,100.0,0.0,237,237,502
NY The Iroquois (300)_4522,HotelReviews,100.0,0.0,117,111,245
Chicago - La Quinta Inn & Suites (235)_3509,HotelReviews,100.0,0.0,154,153,328
Madison Concourse Hotel (337)_2553,HotelReviews,100.0,0.0,114,114,243
Chicago Radisson Blu Aqua (330)_3271,HotelReviews,100.0,0.0,83,83,175
NY The Surrey (300)_4777,HotelReviews,100.0,0.0,66,65,139
Madison DoubleTree (255)_2137,HotelReviews,100.0,0.0,121,118,256
NY The Iroquois (300)_4588,HotelReviews,100.0,0.0,141,141,291
Madison Concourse Hotel (337)_2340,HotelReviews,100.0,0.0,238,236,500
Chicago Radisson Blu Aqua (330)_3084,HotelReviews,100.0,0.0,230,230,482
Madison Concourse Hotel (337)_2426,HotelReviews,100.0,0.0,93,93,196
Chicago The Talbott (309)_2755,HotelReviews,100.0,0.0,78,78,169
SF The Presidio Travelodge (304)_3886,HotelReviews,100.0,0.0,104,104,219
NY The Surrey (300)_4916,HotelReviews,100.0,0.0,212,212,446
Madison HotelRED (69)_2660,HotelReviews,100.0,0.0,68,68,144
SF  The Chancellor (303)_3818,HotelReviews,100.0,0.0,186,185,391
Madison DoubleTree (255)_2132,HotelReviews,100.0,0.0,57,57,120
Madison HotelRED (69)_2629,HotelReviews,100.0,0.0,158,157,328
Madison HotelRED (69)_2654,HotelReviews,100.0,0.0,53,53,116
Madison HotelRED (69)_2675,HotelReviews,100.0,0.0,178,168,384
NY TRYP by Windham Times Square (200)_5085,HotelReviews,100.0,0.0,142,136,319
SF The Presidio Travelodge (304)_4144,HotelReviews,100.0,0.0,58,58,124
Madison DoubleTree (255)_2210,HotelReviews,100.0,0.0,65,65,139
Madison DoubleTree (255)_2022,HotelReviews,100.0,0.0,63,63,136
Chicago Radisson Blu Aqua (330)_3043,HotelReviews,100.0,0.0,403,383,848
SF The Presidio Travelodge (304)_3863,HotelReviews,100.0,0.0,213,212,441
Madison HotelRED (69)_2646,HotelReviews,100.0,0.0,150,146,313
Madison DoubleTree (255)_2209,HotelReviews,100.0,0.0,188,182,393
NY The Surrey (300)_4784,HotelReviews,100.0,0.0,187,187,388
Chicago The Talbott (309)_2908,HotelReviews,100.0,0.0,158,157,334
NY TRYP by Windham Times Square (200)_5213,HotelReviews,100.0,0.0,42,42,87
Chicago - La Quinta Inn & Suites (235)_3528,HotelReviews,100.0,0.0,90,90,192
Madison Concourse Hotel (337)_2591,HotelReviews,100.0,0.0,140,140,297
Chicago Radisson Blu Aqua (330)_3101,HotelReviews,100.0,0.0,88,79,182
SF Renaissance Stanford Court (306)_4205,HotelReviews,100.0,0.0,326,326,686
SF  The Chancellor (303)_3623,HotelReviews,100.0,0.0,110,108,233
NY TRYP by Windham Times Square (200)_5117,HotelReviews,100.0,0.0,58,58,122
Madison DoubleTree (255)_2168,HotelReviews,100.0,0.0,18,18,43
Chicago - La Quinta Inn & Suites (235)_3405,HotelReviews,100.0,0.0,158,157,334
Chicago Radisson Blu Aqua (330)_3170,HotelReviews,100.0,0.0,116,116,236
Madison Concourse Hotel (337)_2386,HotelReviews,100.0,0.0,171,164,354
Chicago - La Quinta Inn & Suites (235)_3371,HotelReviews,100.0,0.0,89,86,186
Madison HotelRED (69)_2668,HotelReviews,100.0,0.0,133,133,279
SF  The Chancellor (303)_3618,HotelReviews,100.0,0.0,215,214,446
NY The Iroquois (300)_4698,HotelReviews,100.0,0.0,61,61,128
SF  The Chancellor (303)_3734,HotelReviews,100.0,0.0,276,273,571
Chicago The Talbott (309)_2874,HotelReviews,100.0,0.0,93,92,204
SF The Presidio Travelodge (304)_4095,HotelReviews,100.0,0.0,146,144,308
NY The Surrey (300)_4781,HotelReviews,100.0,0.0,71,71,149
NY The Iroquois (300)_4472,HotelReviews,100.0,0.0,140,140,300
SF  The Chancellor (303)_3698,HotelReviews,100.0,0.0,155,154,319
Chicago Radisson Blu Aqua (330)_3073,HotelReviews,100.0,0.0,38,38,87
SF Renaissance Stanford Court (306)_4261,HotelReviews,100.0,0.0,39,39,85
NY The Surrey (300)_4976,HotelReviews,100.0,0.0,24,24,53
SF The Presidio Travelodge (304)_4016,HotelReviews,100.0,0.0,145,144,309
Madison DoubleTree (255)_2254,HotelReviews,100.0,0.0,182,181,381
SF  The Chancellor (303)_3792,HotelReviews,100.0,0.0,145,137,305
NY The Surrey (300)_5008,HotelReviews,100.0,0.0,78,78,169
NY The Surrey (300)_4893,HotelReviews,100.0,0.0,244,243,519
SF  The Chancellor (303)_3662,HotelReviews,100.0,0.0,89,84,187
Madison DoubleTree (255)_2263,HotelReviews,100.0,0.0,13,13,32
Chicago The Talbott (309)_2803,HotelReviews,100.0,0.0,478,478,1003
Madison Concourse Hotel (337)_2470,HotelReviews,100.0,0.0,406,405,861
SF Renaissance Stanford Court (306)_4300,HotelReviews,100.0,0.0,86,84,187
NY The Iroquois (300)_4651,HotelReviews,100.0,0.0,110,109,235
Chicago - La Quinta Inn & Suites (235)_3343,HotelReviews,100.0,0.0,36,36,78
SF  The Chancellor (303)_3811,HotelReviews,100.0,0.0,93,93,195
Chicago Radisson Blu Aqua (330)_3181,HotelReviews,100.0,0.0,56,55,122
SF  The Chancellor (303)_3742,HotelReviews,100.0,0.0,144,144,308
Madison DoubleTree (255)_2256,HotelReviews,100.0,0.0,63,61,133
SF Renaissance Stanford Court (306)_4224,HotelReviews,100.0,0.0,75,75,157
SF  The Chancellor (303)_3688,HotelReviews,100.0,0.0,151,151,318
SF  The Chancellor (303)_3835,HotelReviews,100.0,0.0,227,227,474
Madison Concourse Hotel (337)_2351,HotelReviews,100.0,0.0,138,138,289
NY The Surrey (300)_5034,HotelReviews,100.0,0.0,91,91,193
Chicago - La Quinta Inn & Suites (235)_3329,HotelReviews,100.0,0.0,244,244,506
NY The Surrey (300)_4898,HotelReviews,100.0,0.0,143,143,305
NY The Iroquois (300)_4564,HotelReviews,100.0,0.0,161,155,341
Chicago Radisson Blu Aqua (330)_3103,HotelReviews,100.0,0.0,124,124,263
Chicago The Talbott (309)_2917,HotelReviews,100.0,0.0,36,36,76
SF  The Chancellor (303)_3786,HotelReviews,100.0,0.0,94,94,197
Madison Concourse Hotel (337)_2285,HotelReviews,100.0,0.0,84,83,177
NY The Surrey (300)_5060,HotelReviews,100.0,0.0,73,73,158
Chicago Radisson Blu Aqua (330)_3236,HotelReviews,100.0,0.0,65,65,136
Chicago Radisson Blu Aqua (330)_3212,HotelReviews,100.0,0.0,55,55,119
Chicago Radisson Blu Aqua (330)_3275,HotelReviews,100.0,0.0,260,255,540
Madison Concourse Hotel (337)_2447,HotelReviews,100.0,0.0,107,107,225
Madison Concourse Hotel (337)_2460,HotelReviews,100.0,0.0,85,84,183
NY The Surrey (300)_4865,HotelReviews,100.0,0.0,48,47,105
NY TRYP by Windham Times Square (200)_5125,HotelReviews,100.0,0.0,262,257,543
Madison DoubleTree (255)_2100,HotelReviews,100.0,0.0,99,99,209
SF The Presidio Travelodge (304)_4126,HotelReviews,100.0,0.0,171,171,366
SF  The Chancellor (303)_3726,HotelReviews,100.0,0.0,90,88,190
Chicago The Talbott (309)_2766,HotelReviews,100.0,0.0,431,425,919
SF Renaissance Stanford Court (306)_4362,HotelReviews,100.0,0.0,43,43,92
NY TRYP by Windham Times Square (200)_5155,HotelReviews,100.0,0.0,104,103,222
NY The Surrey (300)_4816,HotelReviews,100.0,0.0,138,135,288
Madison Concourse Hotel (337)_2430,HotelReviews,100.0,0.0,118,115,248
Chicago Radisson Blu Aqua (330)_3247,HotelReviews,100.0,0.0,106,106,221
Chicago The Talbott (309)_2863,HotelReviews,100.0,0.0,24,24,53
Chicago - La Quinta Inn & Suites (235)_3349,HotelReviews,100.0,0.0,44,44,96
NY The Iroquois (300)_4622,HotelReviews,100.0,0.0,151,148,324
SF The Presidio Travelodge (304)_3925,HotelReviews,100.0,0.0,180,180,383
Chicago - La Quinta Inn & Suites (235)_3431,HotelReviews,100.0,0.0,60,59,126
Madison DoubleTree (255)_2068,HotelReviews,100.0,0.0,9,9,23
NY The Surrey (300)_4934,HotelReviews,100.0,0.0,90,90,185
SF Renaissance Stanford Court (306)_4275,HotelReviews,100.0,0.0,301,292,638
Chicago The Talbott (309)_2679,HotelReviews,100.0,0.0,82,82,175
SF Renaissance Stanford Court (306)_4203,HotelReviews,100.0,0.0,132,130,282
NY The Surrey (300)_4841,HotelReviews,100.0,0.0,63,60,132
Madison Concourse Hotel (337)_2459,HotelReviews,100.0,0.0,102,101,216
Madison HotelRED (69)_2630,HotelReviews,100.0,0.0,39,39,84
SF The Presidio Travelodge (304)_4075,HotelReviews,100.0,0.0,132,132,287
SF  The Chancellor (303)_3709,HotelReviews,100.0,0.0,136,135,291
NY The Iroquois (300)_4505,HotelReviews,100.0,0.0,57,57,123
NY The Iroquois (300)_4671,HotelReviews,100.0,0.0,164,164,342
NY TRYP by Windham Times Square (200)_5127,HotelReviews,100.0,0.0,127,127,272
Chicago Radisson Blu Aqua (330)_3153,HotelReviews,100.0,0.0,114,113,236
Madison DoubleTree (255)_2109,HotelReviews,100.0,0.0,73,73,157
